"","Strain Name","Virus Species","GenBank Accession","Sequence Length","Pango Genome Lineage","Collection Date","Host","GenBank Host","Country","Mol Type","Segment","Protein Name","seq_length","seq_coverage","cov_categories","Continent","Continent_Region"
"360","1260/78","Rift Valley fever phlebovirus","DQ380214","3885","-N/A-","1978","Cattle","bovine","Zimbabwe","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
"361","Kitale1840","Rift Valley fever phlebovirus","HM587116","490","-N/A-","1964","Cattle","bovine","Kenya","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Eastern Africa"
"362","1586-08","Rift Valley fever phlebovirus","GQ443211","564","-N/A-","04/15/2008","Human","Homo sapiens","Madagascar","genomic RNA","L","polymerase",564,0.047,"0-50%","Africa","Eastern Africa"
"363","ZH-501-777","Rift Valley fever phlebovirus","DQ375408","6404","-N/A-","1977","Unknown","-N/A-","Egypt","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Northern Africa"
"364","OS-8","Rift Valley fever phlebovirus","DQ380185","3885","-N/A-","1987","Human","Homo sapiens","Mauritania","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Western Africa"
"365","FI-79","Rift Valley fever phlebovirus","GU135850","564","-N/A-","12/20/2008","Mosquito","Anopheles squamosus","Madagascar","genomic RNA","L","polymerase",564,0.047,"0-50%","Africa","Eastern Africa"
"366","MgAn990","Rift Valley fever phlebovirus","HM587061","490","-N/A-","1991","Cattle","bovine","Madagascar","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Eastern Africa"
"367","2033-08","Rift Valley fever phlebovirus","GQ443216","564","-N/A-","04/29/2008","Human","Homo sapiens","Madagascar","genomic RNA","L","polymerase",564,0.047,"0-50%","Africa","Eastern Africa"
"368","FI-28","Rift Valley fever phlebovirus","GU135849","564","-N/A-","12/19/2008","Mosquito","Anopheles squamosus","Madagascar","genomic RNA","L","polymerase",564,0.047,"0-50%","Africa","Eastern Africa"
"369","Sudan 2V-2007","Rift Valley fever phlebovirus","JQ820483","6397","-N/A-","2007","Human","Homo sapiens","Sudan","genomic RNA","L","polymerase",6397,0.533083333333333,"50-90%","Africa","Eastern Africa"
"370","ZC-3349","Rift Valley fever phlebovirus","DQ380152","1690","-N/A-","1978","Cattle","bovine","Egypt","genomic RNA","S","non-structural protein, nucleocapsid",1690,0.140833333333333,"0-50%","Africa","Northern Africa"
"371","T1","Rift Valley fever phlebovirus","DQ380150","1689","-N/A-","-N/A-","Mosquito","Culex pipiens","Egypt","genomic RNA","S","nucleocapsid, truncated non-structural protein",1689,0.14075,"0-50%","Africa","Northern Africa"
"372","200803166","Rift Valley fever phlebovirus","JF311381","3885","-N/A-","02/1991","Human","Homo sapiens","Madagascar","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
"373","ZM-657","Rift Valley fever phlebovirus","DQ375409","6404","-N/A-","1978","Unknown","-N/A-","Egypt","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Northern Africa"
"374","ARD-38388","Rift Valley fever phlebovirus","DQ380187","3885","-N/A-","1983","Mosquito","Aedes cuminsi","Burkina Faso","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Western Africa"
"375","T1","Rift Valley fever phlebovirus","DQ375407","6404","-N/A-","1977","Unknown","-N/A-","Egypt","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Northern Africa"
"376","Kenya 9800523","Rift Valley fever phlebovirus","DQ375400","6404","-N/A-","1998","Unknown","-N/A-","Kenya","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Eastern Africa"
"377","Sudan 30-2010","Rift Valley fever phlebovirus","JQ820481","1689","-N/A-","10/2010","Human","Homo sapiens","Sudan","genomic RNA","S","nonstructural protein, nucleocapsid protein",1689,0.14075,"0-50%","Africa","Eastern Africa"
"378","0855-08","Rift Valley fever phlebovirus","GQ443240","756","-N/A-","03/24/2008","Cattle","Bos taurus","Madagascar","genomic RNA","M","glycoprotein G2",756,0.063,"0-50%","Africa","Eastern Africa"
"379","FI-2","Rift Valley fever phlebovirus","GU135840","627","-N/A-","12/19/2008","Mosquito","Anopheles coustani","Madagascar","genomic RNA","S","nonstructural protein",627,0.05225,"0-50%","Africa","Eastern Africa"
"380","0428-08","Rift Valley fever phlebovirus","GQ443180","564","-N/A-","02/15/2008","Human","Homo sapiens","Madagascar","genomic RNA","L","polymerase",564,0.047,"0-50%","Africa","Eastern Africa"
"381","0776-08","Rift Valley fever phlebovirus","GQ443229","756","-N/A-","03/14/2008","Human","Homo sapiens","Madagascar","genomic RNA","M","glycoprotein G2",756,0.063,"0-50%","Africa","Eastern Africa"
"382","0889-08","Rift Valley fever phlebovirus","GQ443159","627","-N/A-","03/26/2008","Human","Homo sapiens","Madagascar","genomic RNA","S","nonstructural protein",627,0.05225,"0-50%","Africa","Eastern Africa"
"383","SPU52/99/1","Rift Valley fever phlebovirus","HM587046","490","-N/A-","1999","Bovine","African buffalo","South Africa","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Southern Africa"
"384","2007000473","Rift Valley fever phlebovirus","EU574080","1691","-N/A-","01/26/2007","Sheep","ovine","Kenya","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"385","Sudan 77-2007","Rift Valley fever phlebovirus","JQ820482","1689","-N/A-","11/2007","Human","Homo sapiens","Sudan","genomic RNA","S","nonstructural protein, nucleocapsid protein",1689,0.14075,"0-50%","Africa","Eastern Africa"
"386","BJ01","Rift Valley fever phlebovirus","KX632068","1686","-N/A-","07/22/2016","Human","Homo sapiens","Angola","genomic RNA","S","non-structural protein, nucleocapsid protein",1686,0.1405,"0-50%","Africa","Southern Africa"
"387","0684-08","Rift Valley fever phlebovirus","GQ443187","564","-N/A-","03/12/2008","Human","Homo sapiens","Madagascar","genomic RNA","L","polymerase",564,0.047,"0-50%","Africa","Eastern Africa"
"388","0850-08","Rift Valley fever phlebovirus","GQ443147","627","-N/A-","03/23/2008","Human","Homo sapiens","Madagascar","genomic RNA","S","nonstructural protein",627,0.05225,"0-50%","Africa","Eastern Africa"
"389","Sudan 85-2010","Rift Valley fever phlebovirus","JQ820485","6404","-N/A-","10/2010","Human","Homo sapiens","Sudan","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Eastern Africa"
"390","2007000080","Rift Valley fever phlebovirus","EU574056","3885","-N/A-","01/12/2007","Cattle","bovine","Kenya","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
"391","S4_HM_MR_DM_2003","Rift Valley fever phlebovirus","JN995284","601","-N/A-","2003","Human","Homo sapiens","Mauritania","viral cRNA","-N/A-","non-structural protein",601,0.0500833333333333,"0-50%","Africa","Western Africa"
"392","OS-1","Rift Valley fever phlebovirus","DQ380180","1692","-N/A-","1987","Human","Homo sapiens","Mauritania","genomic RNA","S","non-structural protein, nucleocapsid",1692,0.141,"0-50%","Africa","Western Africa"
"393","SPU22/07/129","Rift Valley fever phlebovirus","HM587064","490","-N/A-","2007","Human","Homo sapiens","Kenya","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Eastern Africa"
"394","0437-08","Rift Valley fever phlebovirus","GQ443132","627","-N/A-","02/22/2008","Cattle","Bos taurus","Madagascar","genomic RNA","S","nonstructural protein",627,0.05225,"0-50%","Africa","Eastern Africa"
"395","M19_ARBk_SN_BA_1993","Rift Valley fever phlebovirus","JN995310","718","-N/A-","1993","Mosquito","Aedes vexans","Senegal","viral cRNA","-N/A-","glycoprotein",718,0.0598333333333333,"0-50%","Africa","Western Africa"
"396","OS-1","Rift Valley fever phlebovirus","DQ380186","3885","-N/A-","1987","Human","Homo sapiens","Mauritania","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Western Africa"
"397","ZM-657","Rift Valley fever phlebovirus","DQ380146","1690","-N/A-","1978","Mosquito","mosquito","Egypt","genomic RNA","S","non-structural protein, nucleocapsid",1690,0.140833333333333,"0-50%","Africa","Northern Africa"
"398","Zinga","Rift Valley fever phlebovirus","DQ380217","3885","-N/A-","1969","Mosquito","Mansonia africana","Central African Republic","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Western Africa"
"399","ARD-38388","Rift Valley fever phlebovirus","DQ380181","1691","-N/A-","1983","Mosquito","Aedes cuminsi","Burkina Faso","genomic RNA","S","non-structural protein, nucleocapsid",1691,0.140916666666667,"0-50%","Africa","Western Africa"
"400","M38_ARBkmunif_SN_BA_2003","Rift Valley fever phlebovirus","JN995343","718","-N/A-","2003","Mosquito","Mansonia uniformis","Senegal","viral cRNA","-N/A-","glycoprotein",718,0.0598333333333333,"0-50%","Africa","Western Africa"
"401","AL-53","Rift Valley fever phlebovirus","GU135854","564","-N/A-","04/27/2009","Mosquito","Anopheles squamosus","Madagascar","genomic RNA","L","polymerase",564,0.047,"0-50%","Africa","Eastern Africa"
"402","SPU86/09","Rift Valley fever phlebovirus","HM587065","490","-N/A-","2009","Human","Homo sapiens","South Africa","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Southern Africa"
"403","0683-08","Rift Valley fever phlebovirus","GQ443186","564","-N/A-","03/12/2008","Human","Homo sapiens","Madagascar","genomic RNA","L","polymerase",564,0.047,"0-50%","Africa","Eastern Africa"
"404","M209_HM_MR_TG_1987","Rift Valley fever phlebovirus","JN995345","718","-N/A-","1987","Human","Homo sapiens","Mauritania","viral cRNA","-N/A-","glycoprotein",718,0.0598333333333333,"0-50%","Africa","Western Africa"
"405","200803170","Rift Valley fever phlebovirus","JF311376","6404","-N/A-","03/2008","Cattle","bovine","Madagascar","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Eastern Africa"
"406","2007002476","Rift Valley fever phlebovirus","EU574036","3885","-N/A-","02/21/2007","Cattle","bovine","Kenya","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
"407","Kenya 83 (21445)","Rift Valley fever phlebovirus","DQ375402","6404","-N/A-","1983","Unknown","-N/A-","Kenya","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Eastern Africa"
"408","0435-08","Rift Valley fever phlebovirus","GQ443131","627","-N/A-","02/22/2008","Cattle","Bos taurus","Madagascar","genomic RNA","S","nonstructural protein",627,0.05225,"0-50%","Africa","Eastern Africa"
"409","0847-08","Rift Valley fever phlebovirus","GQ443144","627","-N/A-","03/23/2008","Human","Homo sapiens","Madagascar","genomic RNA","S","nonstructural protein",627,0.05225,"0-50%","Africa","Eastern Africa"
"410","T-46 (228113)","Rift Valley fever phlebovirus","DQ380147","1690","-N/A-","-N/A-","Mosquito","Aedes taeniorhynchus","Egypt","genomic RNA","S","non-structural protein, nucleocapsid",1690,0.140833333333333,"0-50%","Africa","Northern Africa"
"411","0892-08","Rift Valley fever phlebovirus","GQ443206","564","-N/A-","03/26/2008","Human","Homo sapiens","Madagascar","genomic RNA","L","polymerase",564,0.047,"0-50%","Africa","Eastern Africa"
"412","2007002444","Rift Valley fever phlebovirus","EU574038","3885","-N/A-","02/05/2007","Cattle","bovine","Kenya","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
"413","2032-08","Rift Valley fever phlebovirus","GQ443169","627","-N/A-","04/25/2008","Human","Homo sapiens","Madagascar","genomic RNA","S","nonstructural protein",627,0.05225,"0-50%","Africa","Eastern Africa"
"414","0850-08","Rift Valley fever phlebovirus","GQ443235","756","-N/A-","03/23/2008","Human","Homo sapiens","Madagascar","genomic RNA","M","glycoprotein G2",756,0.063,"0-50%","Africa","Eastern Africa"
"415","M14_ARMcx_MR_AA_1999","Rift Valley fever phlebovirus","JN995323","718","-N/A-","1999","Mosquito","Culex poicilipes","Mauritania","viral cRNA","-N/A-","glycoprotein",718,0.0598333333333333,"0-50%","Africa","Western Africa"
"416","2007002445","Rift Valley fever phlebovirus","EU574037","3885","-N/A-","02/05/2007","Cattle","bovine","Kenya","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
"417","2007004194","Rift Valley fever phlebovirus","EU574057","1689","-N/A-","05/14/2007","Cattle","bovine","Kenya","genomic RNA","S","nonstructural protein, nucleocapsid protein",1689,0.14075,"0-50%","Africa","Eastern Africa"
"418","0448-08","Rift Valley fever phlebovirus","GQ443133","627","-N/A-","02/26/2008","Human","Homo sapiens","Madagascar","genomic RNA","S","nonstructural protein",627,0.05225,"0-50%","Africa","Eastern Africa"
"419","0849-08","Rift Valley fever phlebovirus","GQ443146","627","-N/A-","03/23/2008","Human","Homo sapiens","Madagascar","genomic RNA","S","nonstructural protein",627,0.05225,"0-50%","Africa","Eastern Africa"
"420","0448-08","Rift Valley fever phlebovirus","GQ443223","756","-N/A-","02/26/2008","Human","Homo sapiens","Madagascar","genomic RNA","M","glycoprotein G2",756,0.063,"0-50%","Africa","Eastern Africa"
"421","2034-08","Rift Valley fever phlebovirus","GQ443256","756","-N/A-","04/23/2008","Human","Homo sapiens","Madagascar","genomic RNA","M","glycoprotein G2",756,0.063,"0-50%","Africa","Eastern Africa"
"422","M4_HM_MR_DM_2003","Rift Valley fever phlebovirus","JN995331","718","-N/A-","2003","Human","Homo sapiens","Mauritania","viral cRNA","-N/A-","glycoprotein",718,0.0598333333333333,"0-50%","Africa","Western Africa"
"423","Kenya-128b-15","Rift Valley fever phlebovirus","KX096938","6404","-N/A-","2006","Mosquito","Aedes ochraceus","Kenya","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Eastern Africa"
"424","Sudan 85-2010","Rift Valley fever phlebovirus","JQ820488","3885","-N/A-","10/2010","Human","Homo sapiens","Sudan","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
"425","Kenya 56 (IB8)","Rift Valley fever phlebovirus","DQ375427","6404","-N/A-","-N/A-","Unknown","-N/A-","Kenya","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Eastern Africa"
"426","73HB1449","Rift Valley fever phlebovirus","DQ380162","1690","-N/A-","1973","Human","Homo sapiens","Central African Republic","genomic RNA","S","non-structural protein, nucleocapsid",1690,0.140833333333333,"0-50%","Africa","Western Africa"
"427","ARD-38388","Rift Valley fever phlebovirus","DQ375399","6404","-N/A-","1983","Unknown","-N/A-","Burkina Faso","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Western Africa"
"428","2373/74","Rift Valley fever phlebovirus","DQ380159","1691","-N/A-","1974","Cattle","bovine","Zimbabwe","genomic RNA","S","non-structural protein, nucleocapsid",1691,0.140916666666667,"0-50%","Africa","Southern Africa"
"429","200803164","Rift Valley fever phlebovirus","JF311370","6404","-N/A-","03/2008","Human","Homo sapiens","Madagascar","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Eastern Africa"
"430","1585-08","Rift Valley fever phlebovirus","GQ443210","564","-N/A-","04/13/2008","Goat","Capra hircus","Madagascar","genomic RNA","L","polymerase",564,0.047,"0-50%","Africa","Eastern Africa"
"431","M37_ARBkmn_SN_BA_2003","Rift Valley fever phlebovirus","JN995342","718","-N/A-","2003","Mosquito","Mansonia africana","Senegal","viral cRNA","-N/A-","glycoprotein",718,0.0598333333333333,"0-50%","Africa","Western Africa"
"432","SA51","Rift Valley fever phlebovirus","HM587125","490","-N/A-","1951","Sheep","ovine","South Africa","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Southern Africa"
"433","200803166","Rift Valley fever phlebovirus","JF311372","6404","-N/A-","02/1991","Human","Homo sapiens","Madagascar","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Eastern Africa"
"434","S35_ARBkcx_SN_BA_2003","Rift Valley fever phlebovirus","JN995293","601","-N/A-","2003","Mosquito","Culex poicilipes","Senegal","viral cRNA","-N/A-","non-structural protein",601,0.0500833333333333,"0-50%","Africa","Western Africa"
"435","KEN/Kil-006/07","Rift Valley fever phlebovirus","HM586955","6404","-N/A-","01/05/2007","Human","Homo sapiens","Kenya","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Eastern Africa"
"436","0853-08","Rift Valley fever phlebovirus","GQ443150","627","-N/A-","03/23/2008","Human","Homo sapiens","Madagascar","genomic RNA","S","nonstructural protein",627,0.05225,"0-50%","Africa","Eastern Africa"
"437","2007000618","Rift Valley fever phlebovirus","EU574042","3885","-N/A-","01/29/2007","Cattle","bovine","Kenya","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
"438","200803165","Rift Valley fever phlebovirus","JF311371","6404","-N/A-","03/2008","Human","Homo sapiens","Madagascar","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Eastern Africa"
"439","0879-08","Rift Valley fever phlebovirus","GQ443158","627","-N/A-","03/26/2008","Human","Homo sapiens","Madagascar","genomic RNA","S","nonstructural protein",627,0.05225,"0-50%","Africa","Eastern Africa"
"440","Ar12568","Rift Valley fever phlebovirus","HM587112","490","-N/A-","1971","Mosquito","Eretmapodites quinquevittatus","South Africa","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Southern Africa"
"441","0848-08","Rift Valley fever phlebovirus","GQ443233","756","-N/A-","03/23/2008","Human","Homo sapiens","Madagascar","genomic RNA","M","glycoprotein G2",756,0.063,"0-50%","Africa","Eastern Africa"
"442","M32_ARBkcx_SN_BA_2002","Rift Valley fever phlebovirus","JN995325","718","-N/A-","2002","Mosquito","Culex poicilipes","Senegal","viral cRNA","-N/A-","glycoprotein",718,0.0598333333333333,"0-50%","Africa","Western Africa"
"443","95EG Cow-2509","Rift Valley fever phlebovirus","HM587115","490","-N/A-","1995","Cattle","bovine","Egypt","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Northern Africa"
"444","0897-08","Rift Valley fever phlebovirus","GQ443208","564","-N/A-","03/26/2008","Human","Homo sapiens","Madagascar","genomic RNA","L","polymerase",564,0.047,"0-50%","Africa","Eastern Africa"
