"","Strain Name","Virus Type","Subtype/Genotype (ViPR)","GenBank Accession","Sequence Length","Pango Genome Lineage","Collection Date","Host","GenBank Host","Country","Mol Type","seq_length","seq_coverage","cov_categories","days","date","date2","date4","date5","Continent","Continent_Region"
"365","ZIKV/Homo_sapiens/Brazil/2016/ZBRX11","Zika virus","Asian","KY559011","10310","-N/A-",2016-04-19,"Human","Homo sapiens","Brazil","genomic RNA",10310,0.937272727272727,">90%",2016-04-19,2016-04-17,2016-04-17,2016-04-17,2016-01-01,"South America","Brazil"
"366","ZIKV/Homo_sapiens/Brazil/2016/ZBRX12","Zika virus","Asian","KY559012","10565","-N/A-",2016-04-19,"Human","Homo sapiens","Brazil","genomic RNA",10565,0.960454545454545,">90%",2016-04-19,2016-04-17,2016-04-17,2016-04-17,2016-01-01,"South America","Brazil"
"367","Zika virus/H.sapiens-wt/BRA/2016/ZKV17sem_2016-04-19","Zika virus","Asian","MH882541","10753","-N/A-",2016-04-19,"Human","Homo sapiens","Brazil","genomic RNA",10753,0.977545454545454,">90%",2016-04-19,2016-04-17,2016-04-17,2016-04-17,2016-01-01,"South America","Brazil"
"368","Zika virus/H.sapiens-wt/BRA/2016/ZKV17uri_2016-04-19","Zika virus","Asian","MH882542","10752","-N/A-",2016-04-19,"Human","Homo sapiens","Brazil","genomic RNA",10752,0.977454545454545,">90%",2016-04-19,2016-04-17,2016-04-17,2016-04-17,2016-01-01,"South America","Brazil"
"369","Zika virus/H.sapiens-wt/DOM/2016/BB-0208-SER","Zika virus","Asian","KY014300","10753","-N/A-",2016-04-20,"Human","Homo sapiens","Dominican Republic","genomic RNA",10753,0.977545454545454,">90%",2016-04-20,2016-04-17,2016-04-17,2016-04-17,2016-01-01,"South America","Rest Central America"
"370","2012_16","Zika virus","Asian","MT439644","10627","-N/A-",2016-04-20,"Human","Homo sapiens","Brazil","genomic RNA",10627,0.966090909090909,">90%",2016-04-20,2016-04-17,2016-04-17,2016-04-17,2016-01-01,"South America","Brazil"
"371","GO10","Zika virus","Asian","OL423647","10385","-N/A-",2016-04-20,"Human","Homo sapiens; female; age=28","Brazil","genomic RNA",10385,0.944090909090909,">90%",2016-04-20,2016-04-17,2016-04-17,2016-04-17,2016-01-01,"South America","Brazil"
"372","PHE_semen_Guadeloupe","Zika virus","Asian","KX673530","10689","-N/A-",2016-04-21,"Unknown","-N/A-","United Kingdom","genomic RNA",10689,0.971727272727273,">90%",2016-04-21,2016-04-17,2016-04-17,2016-04-17,2016-01-01,"Europe","Western Europe"
"373","Zika virus/H.sapiens-wt/DOM/2016/BB-0216-SER","Zika virus","Asian","KY014302","10581","-N/A-",2016-04-21,"Human","Homo sapiens","Dominican Republic","genomic RNA",10581,0.961909090909091,">90%",2016-04-21,2016-04-17,2016-04-17,2016-04-17,2016-01-01,"South America","Rest Central America"
"374","ZIKV/Hu/Chiba/S36/2016","Zika virus","Asian","LC191864","10807","-N/A-",2016-04-21,"Human","Homo sapiens","Japan","genomic RNA",10807,0.982454545454545,">90%",2016-04-21,2016-04-17,2016-04-17,2016-04-17,2016-01-01,"Asia","Japan"
"375","ZIKV/Homo sapiens/NIC/5005_13A1/2016","Zika virus","Asian","KY765325","10742","-N/A-",2016-04-22,"Human","Homo sapiens; M; 11 years","Nicaragua","genomic RNA",10742,0.976545454545454,">90%",2016-04-22,2016-04-17,2016-04-17,2016-04-17,2016-01-01,"South America","Rest Central America"
"376","ZIKV/Homo sapiens/NIC/5005_13A1_SP/2016","Zika virus","Asian","KY765327","10742","-N/A-",2016-04-22,"Human","Homo sapiens; M; 11 years","Nicaragua","genomic RNA",10742,0.976545454545454,">90%",2016-04-22,2016-04-17,2016-04-17,2016-04-17,2016-01-01,"South America","Rest Central America"
"377","ZIKV/Homo sapiens/MEX/2016/mex01","Zika virus","Asian","MF801393","10355","-N/A-",2016-04-22,"Human","Homo sapiens","Mexico","genomic RNA",10355,0.941363636363636,">90%",2016-04-22,2016-04-17,2016-04-17,2016-04-17,2016-01-01,"South America","Mexico"
"378","ZIKV/Homo_Sapiens/NIC/5005_CHB3149/2016","Zika virus","Asian","OK054470","10774","-N/A-",2016-04-22,"Human","Homo sapiens","Nicaragua","genomic RNA",10774,0.979454545454545,">90%",2016-04-22,2016-04-17,2016-04-17,2016-04-17,2016-01-01,"South America","Rest Central America"
"379","ZIKV/Homo_sapiens/Brazil/2016/ZBRX13","Zika virus","Asian","KY559013","10565","-N/A-",2016-04-24,"Human","Homo sapiens","Brazil","genomic RNA",10565,0.960454545454545,">90%",2016-04-24,2016-04-24,2016-04-17,2016-04-17,2016-01-01,"South America","Brazil"
"380","ZIKV/Homo_sapiens/Brazil/2016/ZBRX14","Zika virus","Asian","KY559014","10310","-N/A-",2016-04-24,"Human","Homo sapiens","Brazil","genomic RNA",10310,0.937272727272727,">90%",2016-04-24,2016-04-24,2016-04-17,2016-04-17,2016-01-01,"South America","Brazil"
"381","ZIKV/Homo_sapiens/Brazil/2016/ZBRX15","Zika virus","Asian","KY559015","10565","-N/A-",2016-04-24,"Human","Homo sapiens","Brazil","genomic RNA",10565,0.960454545454545,">90%",2016-04-24,2016-04-24,2016-04-17,2016-04-17,2016-01-01,"South America","Brazil"
"382","GO28","Zika virus","Asian","OL423654","10388","-N/A-",2016-04-24,"Human","Homo sapiens","Brazil","genomic RNA",10388,0.944363636363636,">90%",2016-04-24,2016-04-24,2016-04-17,2016-04-17,2016-01-01,"South America","Brazil"
"383","ZIKV/Homo_sapiens/Brazil/2016/ZBRX16","Zika virus","Asian","KY559016","9673","-N/A-",2016-04-25,"Human","Homo sapiens","Brazil","genomic RNA",9673,0.879363636363636,"50-90%",2016-04-25,2016-04-24,2016-04-17,2016-04-17,2016-01-01,"South America","Brazil"
"384","ZIKV/Homo sapiens/HND/2016/Honduras-1138","Zika virus","Asian","MF801388","9854","-N/A-",2016-04-25,"Human","Homo sapiens","Honduras","genomic RNA",9854,0.895818181818182,"50-90%",2016-04-25,2016-04-24,2016-04-17,2016-04-17,2016-01-01,"South America","Rest Central America"
"385","AMA21","Zika virus","Asian","MK216698","10338","-N/A-",2016-04-25,"Human","Homo sapiens; male","Brazil","genomic RNA",10338,0.939818181818182,">90%",2016-04-25,2016-04-24,2016-04-17,2016-04-17,2016-01-01,"South America","Brazil"
"386","Zika virus/H.sapiens-wt/BRA/2016/ZKV17Asem_2016-04-26","Zika virus","Asian","MH882527","10753","-N/A-",2016-04-26,"Human","Homo sapiens","Brazil","genomic RNA",10753,0.977545454545454,">90%",2016-04-26,2016-04-24,2016-04-17,2016-04-17,2016-01-01,"South America","Brazil"
"387","Zika virus/H.sapiens-wt/BRA/2016/ZKV17Auri_2016-04-26","Zika virus","Asian","MH882528","10752","-N/A-",2016-04-26,"Human","Homo sapiens","Brazil","genomic RNA",10752,0.977454545454545,">90%",2016-04-26,2016-04-24,2016-04-17,2016-04-17,2016-01-01,"South America","Brazil"
"388","AMA20","Zika virus","Asian","MK216697","10338","-N/A-",2016-04-26,"Human","Homo sapiens; female","Brazil","genomic RNA",10338,0.939818181818182,">90%",2016-04-26,2016-04-24,2016-04-17,2016-04-17,2016-01-01,"South America","Brazil"
"389","MU-DMSC-4/2016","Zika virus",NA,"MT377498","10610","-N/A-",2016-04-26,"Human","Homo sapiens","Thailand","genomic RNA",10610,0.964545454545455,">90%",2016-04-26,2016-04-24,2016-04-17,2016-04-17,2016-01-01,"Asia","Southeastern Asia"
"390","ZIKV_P17_A","Zika virus","Asian","MW123921","10639","-N/A-",2016-04-26,"Human","Homo sapiens","Brazil","genomic RNA",10639,0.967181818181818,">90%",2016-04-26,2016-04-24,2016-04-17,2016-04-17,2016-01-01,"South America","Brazil"
"391","Zika virus/H.sapiens-wt/DOM/2016/BB-0269-SER","Zika virus","Asian","KY014318","10615","-N/A-",2016-04-27,"Human","Homo sapiens","Dominican Republic","genomic RNA",10615,0.965,">90%",2016-04-27,2016-04-24,2016-04-17,2016-04-17,2016-01-01,"South America","Rest Central America"
"392","PR/DB-ZIKV002/2016","Zika virus","Asian","MW122374","10272","-N/A-",2016-04-27,"Human","Homo sapiens","Puerto Rico","genomic RNA",10272,0.933818181818182,">90%",2016-04-27,2016-04-24,2016-04-17,2016-04-17,2016-01-01,"South America","Rest Central America"
"393","Zika virus/H.sapiens-wt/HND/2016/HU-ME33-PLA","Zika virus","Asian","KY785416","10250","-N/A-",2016-04-28,"Human","Homo sapiens","Honduras","genomic RNA",10250,0.931818181818182,">90%",2016-04-28,2016-04-24,2016-04-17,2016-04-17,2016-01-01,"South America","Rest Central America"
"394","Zika virus/H.sapiens-wt/COL/2016/SU-1856A-SER","Zika virus","Asian","KY785466","10364","-N/A-",2016-04-28,"Human","Homo sapiens","Colombia","genomic RNA",10364,0.942181818181818,">90%",2016-04-28,2016-04-24,2016-04-17,2016-04-17,2016-01-01,"South America","Rest South America"
"395","Zika/Boracay/16423","Zika virus","Asian","KY120353","10272","-N/A-",2016-04-28,"Human","Homo sapiens","South Korea","genomic RNA",10272,0.933818181818182,">90%",2016-04-28,2016-04-24,2016-04-17,2016-04-17,2016-01-01,"Asia","Korea"
"396","GO14","Zika virus","Asian","OL423649","10387","-N/A-",2016-04-29,"Human","Homo sapiens; female; age=25","Brazil","genomic RNA",10387,0.944272727272727,">90%",2016-04-29,2016-04-24,2016-04-17,2016-04-17,2016-01-01,"South America","Brazil"
"397","Zika virus/H.sapiens-wt/HND/2016/HU-ME38-PLA","Zika virus","Asian","KY014319","10682","-N/A-",2016-04-30,"Human","Homo sapiens","Honduras","genomic RNA",10682,0.971090909090909,">90%",2016-04-30,2016-04-24,2016-04-17,2016-04-17,2016-01-01,"South America","Rest Central America"
"398","Zika virus/H.sapiens-wt/BRA/2016/ZKV19uri_2016-04-30","Zika virus","Asian","MH882549","10783","-N/A-",2016-04-30,"Human","Homo sapiens","Brazil","genomic RNA",10783,0.980272727272727,">90%",2016-04-30,2016-04-24,2016-04-17,2016-04-17,2016-01-01,"South America","Brazil"
"399","HN16","Zika virus","Asian","KY328289","10807","-N/A-",2016-05-01,"Human","Homo sapiens","Honduras","genomic RNA",10807,0.982454545454545,">90%",2016-05-01,2016-05-01,2016-05-01,2016-04-17,2016-01-01,"South America","Rest Central America"
"400","Thailand/1605aTw","Zika virus","Asian","KY126351","10499","-N/A-",2016-05-01,"Human","Homo sapiens","Taiwan","genomic RNA",10499,0.954454545454545,">90%",2016-05-01,2016-05-01,2016-05-01,2016-04-17,2016-01-01,"Asia","China+"
"401","ZIKV/EC/Esmeraldas/121/2016","Zika virus","Asian","MF794971","10776","-N/A-",2016-05-01,"Human","Homo sapiens","Ecuador","genomic RNA",10776,0.979636363636364,">90%",2016-05-01,2016-05-01,2016-05-01,2016-04-17,2016-01-01,"South America","Rest South America"
"402","CTS-30-16p","Zika virus","Asian","MH675619","10807","-N/A-",2016-05-01,"Human","Homo sapiens","Puerto Rico","genomic RNA",10807,0.982454545454545,">90%",2016-05-01,2016-05-01,2016-05-01,2016-04-17,2016-01-01,"South America","Rest Central America"
"403","CTS-36-16p","Zika virus","Asian","MH675620","10807","-N/A-",2016-05-01,"Human","Homo sapiens","Puerto Rico","genomic RNA",10807,0.982454545454545,">90%",2016-05-01,2016-05-01,2016-05-01,2016-04-17,2016-01-01,"South America","Rest Central America"
"404","CTS-47-16p","Zika virus","Asian","MH675621","10807","-N/A-",2016-05-01,"Human","Homo sapiens","Puerto Rico","genomic RNA",10807,0.982454545454545,">90%",2016-05-01,2016-05-01,2016-05-01,2016-04-17,2016-01-01,"South America","Rest Central America"
"405","GO15","Zika virus","Asian","OL423648","10388","-N/A-",2016-05-01,"Human","Homo sapiens; female; age=19","Brazil","genomic RNA",10388,0.944363636363636,">90%",2016-05-01,2016-05-01,2016-05-01,2016-04-17,2016-01-01,"South America","Brazil"
"406","Zika virus/H.sapiens-wt/HND/2016/HU-SZ76-SER","Zika virus","Asian","KY785471","10183","-N/A-",2016-05-03,"Human","Homo sapiens","Honduras","genomic RNA",10183,0.925727272727273,">90%",2016-05-03,2016-05-01,2016-05-01,2016-04-17,2016-01-01,"South America","Rest Central America"
"407","ZIKV/Homo sapiens/MEX/2016/mex04","Zika virus","Asian","MF801394","10041","-N/A-",2016-05-03,"Human","Homo sapiens","Mexico","genomic RNA",10041,0.912818181818182,">90%",2016-05-03,2016-05-01,2016-05-01,2016-04-17,2016-01-01,"South America","Mexico"
"408","Zika virus/H.sapiens-wt/BRA/2016/ZKV17Bsem_2016-05-03","Zika virus","Asian","MH882529","10752","-N/A-",2016-05-03,"Human","Homo sapiens","Brazil","genomic RNA",10752,0.977454545454545,">90%",2016-05-03,2016-05-01,2016-05-01,2016-04-17,2016-01-01,"South America","Brazil"
"409","Zika virus/H.sapiens-wt/BRA/2016/ZKV19Auri_2016-05-05","Zika virus","Asian","MH882543","10792","-N/A-",2016-05-05,"Human","Homo sapiens","Brazil","genomic RNA",10792,0.981090909090909,">90%",2016-05-05,2016-05-01,2016-05-01,2016-04-17,2016-01-01,"South America","Brazil"
"410","ZIKV_P17_K","Zika virus","Asian","MW123924","10648","-N/A-",2016-05-07,"Human","Homo sapiens","Brazil","genomic RNA",10648,0.968,">90%",2016-05-07,2016-05-01,2016-05-01,2016-04-17,2016-01-01,"South America","Brazil"
"411","Zika virus/H.sapiens-wt/HND/2016/HU-ME42-SER","Zika virus","Asian","KY014310","10676","-N/A-",2016-05-09,"Human","Homo sapiens","Honduras","genomic RNA",10676,0.970545454545455,">90%",2016-05-09,2016-05-08,2016-05-01,2016-04-17,2016-01-01,"South America","Rest Central America"
"412","ZIKV/Homo sapiens/MEX/2016/mex05","Zika virus","Asian","MF801395","10671","-N/A-",2016-05-09,"Human","Homo sapiens","Mexico","genomic RNA",10671,0.970090909090909,">90%",2016-05-09,2016-05-08,2016-05-01,2016-04-17,2016-01-01,"South America","Mexico"
"413","Zika virus/H.sapiens-wt/BRA/2016/FC-DQ192D1-URI","Zika virus","Asian","KY785485","7940","-N/A-",2016-05-10,"Human","Homo sapiens","Brazil","genomic RNA",7940,0.721818181818182,"50-90%",2016-05-10,2016-05-08,2016-05-01,2016-04-17,2016-01-01,"South America","Brazil"
"414","Zika virus/H.sapiens-wt/DOM/2016/MA-WGS16-007-SER","Zika virus","Asian","KY785453","10352","-N/A-",2016-05-10,"Human","Homo sapiens","Dominican Republic","genomic RNA",10352,0.941090909090909,">90%",2016-05-10,2016-05-08,2016-05-01,2016-04-17,2016-01-01,"South America","Rest Central America"
"415","ZIKV/Homo sapiens/HND/2016/Honduras-1162","Zika virus","Asian","MF801389","10672","-N/A-",2016-05-10,"Human","Homo sapiens","Honduras","genomic RNA",10672,0.970181818181818,">90%",2016-05-10,2016-05-08,2016-05-01,2016-04-17,2016-01-01,"South America","Rest Central America"
"416","Zika virus/H.sapiens-wt/BRA/2016/ZKV17Csem_2016-05-10","Zika virus","Asian","MH882530","10752","-N/A-",2016-05-10,"Human","Homo sapiens","Brazil","genomic RNA",10752,0.977454545454545,">90%",2016-05-10,2016-05-08,2016-05-01,2016-04-17,2016-01-01,"South America","Brazil"
"417","Zika virus/mosquito/Haiti/1919/2016","Zika virus","Asian","MF783073","10808","-N/A-",2016-05-10,"Mosquito","mosquito","Haiti","viral cRNA",10808,0.982545454545454,">90%",2016-05-10,2016-05-08,2016-05-01,2016-04-17,2016-01-01,"South America","Rest Central America"
"418","ZIKV_P17_C","Zika virus","Asian","MW123922","10639","-N/A-",2016-05-10,"Human","Homo sapiens","Brazil","genomic RNA",10639,0.967181818181818,">90%",2016-05-10,2016-05-08,2016-05-01,2016-04-17,2016-01-01,"South America","Brazil"
"419","Dominican_Rep-Rus-3ALT-2016","Zika virus","Asian","MF098764","10076","-N/A-",2016-05-11,"Human","Homo sapiens","Russia","genomic RNA",10076,0.916,">90%",2016-05-11,2016-05-08,2016-05-01,2016-04-17,2016-01-01,"Europe","Russia+"
"420","Zika virus/H.sapiens-wt/HND/2016/HU-ME50-PLA","Zika virus","Asian","KY014311","9265","-N/A-",2016-05-12,"Human","Homo sapiens","Honduras","genomic RNA",9265,0.842272727272727,"50-90%",2016-05-12,2016-05-08,2016-05-01,2016-04-17,2016-01-01,"South America","Rest Central America"
"421","Zika virus/H.sapiens-wt/BRA/2016/ZKV19Bsem_2016-05-12","Zika virus","Asian","MH882544","10767","-N/A-",2016-05-12,"Human","Homo sapiens","Brazil","genomic RNA",10767,0.978818181818182,">90%",2016-05-12,2016-05-08,2016-05-01,2016-04-17,2016-01-01,"South America","Brazil"
"422","ZIKV-SG-118","Zika virus","Asian","KY241788","10770","-N/A-",2016-05-13,"Human","Homo sapiens","Singapore","genomic RNA",10770,0.979090909090909,">90%",2016-05-13,2016-05-08,2016-05-01,2016-04-17,2016-01-01,"Asia","Southeastern Asia"
"423","Zika virus/H.sapiens-wt/HND/2016/HU-ME58-PLA","Zika virus","Asian","KY014312","10779","-N/A-",2016-05-13,"Human","Homo sapiens","Honduras","genomic RNA",10779,0.979909090909091,">90%",2016-05-13,2016-05-08,2016-05-01,2016-04-17,2016-01-01,"South America","Rest Central America"
"424","Zika virus/H.sapiens-wt/HND/2016/HU-ME59-PLA","Zika virus","Asian","KY785418","10365","-N/A-",2016-05-13,"Human","Homo sapiens","Honduras","genomic RNA",10365,0.942272727272727,">90%",2016-05-13,2016-05-08,2016-05-01,2016-04-17,2016-01-01,"South America","Rest Central America"
"425","COL/FH07/2016","Zika virus","Asian","MK049252","10385","-N/A-",2016-05-16,"Human","Homo sapiens","Colombia","genomic RNA",10385,0.944090909090909,">90%",2016-05-16,2016-05-15,2016-05-15,2016-05-15,2016-01-01,"South America","Rest South America"
"426","AMA22","Zika virus","Asian","MK216699","10338","-N/A-",2016-05-16,"Human","Homo sapiens; male","Brazil","genomic RNA",10338,0.939818181818182,">90%",2016-05-16,2016-05-15,2016-05-15,2016-05-15,2016-01-01,"South America","Brazil"
"427","mosquito/Haiti/1682/2016","Zika virus","Asian","MF384325","10808","-N/A-",2016-05-17,"Mosquito","Aedes aegypti (mosquito); male","Haiti","genomic RNA",10808,0.982545454545454,">90%",2016-05-17,2016-05-15,2016-05-15,2016-05-15,2016-01-01,"South America","Rest Central America"
"428","ZIKV/Homo sapiens/MEX/2016/mex14","Zika virus","Asian","MF801396","10610","-N/A-",2016-05-17,"Human","Homo sapiens","Mexico","genomic RNA",10610,0.964545454545455,">90%",2016-05-17,2016-05-15,2016-05-15,2016-05-15,2016-01-01,"South America","Mexico"
"429","Zika virus/H.sapiens-wt/BRA/2016/ZKV17Dsem_2016-05-17","Zika virus","Asian","MH882531","10752","-N/A-",2016-05-17,"Human","Homo sapiens","Brazil","genomic RNA",10752,0.977454545454545,">90%",2016-05-17,2016-05-15,2016-05-15,2016-05-15,2016-01-01,"South America","Brazil"
"430","ZIKV/Homo_sapiens/Brazil/2016/ZBRX100","Zika virus","Asian","KY559017","10309","-N/A-",2016-05-19,"Human","Homo sapiens","Brazil","genomic RNA",10309,0.937181818181818,">90%",2016-05-19,2016-05-15,2016-05-15,2016-05-15,2016-01-01,"South America","Brazil"
"431","Zika virus/H.sapiens-wt/BRA/2016/ZKV19Csem_2016-05-19","Zika virus","Asian","MH882545","10791","-N/A-",2016-05-19,"Human","Homo sapiens","Brazil","genomic RNA",10791,0.981,">90%",2016-05-19,2016-05-15,2016-05-15,2016-05-15,2016-01-01,"South America","Brazil"
"432","ZIKV/Hu/Yokohama/1/2016","Zika virus","Asian","LC190723","10786","-N/A-",2016-05-20,"Human","Homo sapiens","Japan","genomic RNA",10786,0.980545454545454,">90%",2016-05-20,2016-05-15,2016-05-15,2016-05-15,2016-01-01,"Asia","Japan"
"433","ZIKV/Homo sapiens/MEX/2016/mex16","Zika virus","Asian","MF801397","10477","-N/A-",2016-05-20,"Human","Homo sapiens","Mexico","genomic RNA",10477,0.952454545454545,">90%",2016-05-20,2016-05-15,2016-05-15,2016-05-15,2016-01-01,"South America","Mexico"
"434","ZIKV/Homo sapiens/MEX/2016/mex17","Zika virus","Asian","MF801398","10685","-N/A-",2016-05-20,"Human","Homo sapiens","Mexico","genomic RNA",10685,0.971363636363636,">90%",2016-05-20,2016-05-15,2016-05-15,2016-05-15,2016-01-01,"South America","Mexico"
"435","ZIKV/Homo sapiens/MEX/2016/mex19","Zika virus","Asian","MF801399","10274","-N/A-",2016-05-20,"Human","Homo sapiens","Mexico","genomic RNA",10274,0.934,">90%",2016-05-20,2016-05-15,2016-05-15,2016-05-15,2016-01-01,"South America","Mexico"
"436","ZIKV/Homo sapiens/MEX/2016/mex20","Zika virus","Asian","MF801400","10307","-N/A-",2016-05-20,"Human","Homo sapiens","Mexico","genomic RNA",10307,0.937,">90%",2016-05-20,2016-05-15,2016-05-15,2016-05-15,2016-01-01,"South America","Mexico"
"437","Dominican_Rep-Rus-4MRG-2016","Zika virus","Asian","MF098765","10076","-N/A-",2016-05-23,"Human","Homo sapiens","Russia","genomic RNA",10076,0.916,">90%",2016-05-23,2016-05-22,2016-05-15,2016-05-15,2016-01-01,"Europe","Russia+"
"438","ZIKV/Homo sapiens/MEX/2016/mex23","Zika virus","Asian","MF801401","10510","-N/A-",2016-05-23,"Human","Homo sapiens","Mexico","genomic RNA",10510,0.955454545454545,">90%",2016-05-23,2016-05-22,2016-05-15,2016-05-15,2016-01-01,"South America","Mexico"
"439","ZIKV/Homo_sapiens/Brazil/2016/ZBRX103","Zika virus","Asian","KY559019","10309","-N/A-",2016-05-24,"Human","Homo sapiens","Brazil","genomic RNA",10309,0.937181818181818,">90%",2016-05-24,2016-05-22,2016-05-15,2016-05-15,2016-01-01,"South America","Brazil"
"440","Zika virus/H.sapiens-wt/DOM/2016/MA-WGS16-009-SER","Zika virus","Asian","KY785478","6160","-N/A-",2016-05-24,"Human","Homo sapiens","Dominican Republic","genomic RNA",6160,0.56,"50-90%",2016-05-24,2016-05-22,2016-05-15,2016-05-15,2016-01-01,"South America","Rest Central America"
